2025-12-25 08:32:51 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2025-12-25 09:28:30 [main] INFO  c.a.s.c.s.SnailJobClientJobCoreAutoConfiguration - Snail-Job 客户端IP为: 172.31.48.1
2025-12-25 09:28:30 [main] INFO  c.b.m.e.s.MybatisPlusApplicationContextAware - Register ApplicationContext instances org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@41beb473
2025-12-25 09:28:36 [main] INFO  o.d.w.p.modes.sb.config.BeanConfig - 【warm-flow】，加载完成
2025-12-25 09:28:36 [main] INFO  io.undertow - starting server: Undertow - 2.3.20.Final
2025-12-25 09:28:36 [main] INFO  org.xnio - XNIO version 3.8.16.Final
2025-12-25 09:28:36 [main] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.8.16.Final
2025-12-25 09:28:36 [main] INFO  org.jboss.threads - JBoss Threads version 3.7.0.Final
2025-12-25 09:28:36 [main] INFO  org.dromara.DromaraApplication - Started DromaraApplication in 20.42 seconds (process running for 21.032)
2025-12-25 09:28:36 [main] INFO  o.d.c.sse.listener.SseTopicListener - 初始化SSE主题订阅监听器成功
2025-12-25 09:28:37 [main] INFO  o.d.s.runner.SystemApplicationRunner - 初始化OSS配置成功
2025-12-25 09:28:37 [main] INFO  c.a.s.c.c.init.SnailJobStartListener - snail-job client is preparing to start... v1.8.0
2025-12-25 09:28:37 [main] INFO  c.a.s.c.c.r.c.g.SnailJobGrpcClient - gRPC client started connect to server
2025-12-25 09:28:37 [main] INFO  c.a.s.c.c.rpc.server.SnailGrpcServer - ------> snail-job remoting server start success, grpc = com.aizuda.snailjob.client.common.rpc.server.SnailGrpcServer, port = 28080
2025-12-25 09:28:38 [main] INFO  c.a.s.c.c.init.SnailJobStartListener - snail-job client started successfully v1.8.0
2025-12-25 09:42:28 [snail-job-grpc-server-executor-0] INFO  c.a.s.c.c.rpc.server.GrpcInterceptor - method invoked: UnaryRequest/unaryRequest cast:4ms
2025-12-25 09:42:28 [snail-grpc-server-1] INFO  c.a.s.c.job.core.client.JobEndPoint -  Task scheduler:[job] Task ID:[1] Task batch:[1] Workflow batch:[null] Task scheduled successfully.
2025-12-25 09:42:28 [snail-job-job-1-1] INFO  o.d.job.snailjob.TestAnnoJobExecutor - testJobExecutor. jobArgs:{"executorInfo":"testJobExecutor","taskBatchId":1,"jobId":1,"wfContext":{},"changeWfContext":{}}
2025-12-25 09:42:28 [snail-job-job-1-1] INFO  o.d.job.snailjob.TestAnnoJobExecutor - testJobExecutor. jobArgs:{"executorInfo":"testJobExecutor","taskBatchId":1,"jobId":1,"wfContext":{},"changeWfContext":{}}
2025-12-25 09:42:28 [snail-job-job-1-1] INFO  c.a.s.c.j.c.e.JobExecutorFutureCallback - Task executed successfully taskBatchId:[1] [{"status":1,"result":"测试成功","message":"Task executed successfully"}]
2025-12-25 09:42:33 [snail-job-grpc-client-executor-127.0.0.1-100] INFO  c.a.s.c.c.l.report.ReportLogListener - Data report log successfully requestId:[100]
2025-12-25 09:57:23 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2025-12-25 09:57:23 [main] INFO  org.dromara.DromaraApplication - Starting DromaraApplication using Java 24.0.2 with PID 31232 (D:\test\ruoyi\RuoYi-Vue-Plus-v5.5.1\ruoyi-admin\target\classes started by dmx in D:\test\ruoyi)
2025-12-25 09:57:23 [main] INFO  org.dromara.DromaraApplication - The following 1 profile is active: "dev"
2025-12-25 09:57:28 [main] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2025-12-25 09:57:29 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource detect P6SPY plugin and enabled it
2025-12-25 09:57:30 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Starting...
2025-12-25 09:57:30 [main] INFO  com.zaxxer.hikari.pool.HikariPool - master - Added connection com.mysql.cj.jdbc.ConnectionImpl@69374e28
2025-12-25 09:57:30 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Start completed.
2025-12-25 09:57:30 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [master] success
2025-12-25 09:57:30 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
2025-12-25 09:57:33 [main] INFO  o.d.common.redis.config.RedisConfig - 初始化 redis 配置
2025-12-25 09:57:33 [main] INFO  org.redisson.Version - Redisson 3.51.0
2025-12-25 09:57:33 [redisson-netty-1-4] INFO  o.r.connection.ConnectionsHolder - 1 connections initialized for 127.0.0.1/127.0.0.1:6379
2025-12-25 09:57:33 [redisson-netty-1-3] INFO  o.r.connection.ConnectionsHolder - 8 connections initialized for 127.0.0.1/127.0.0.1:6379
2025-12-25 09:57:35 [main] INFO  c.a.s.c.j.c.e.b.AbstractScriptExecutor$SnailFileUtils - [FileUtils] [workspace] use user.home as workspace: C:\Users\dmx/snailJob/worker
2025-12-25 09:57:35 [main] INFO  c.a.s.c.j.c.e.b.AbstractScriptExecutor$SnailFileUtils - [FileUtils] [workspace] use user.home as workspace: C:\Users\dmx/snailJob/worker
2025-12-25 09:57:35 [main] INFO  c.a.s.c.j.c.e.b.AbstractScriptExecutor$SnailFileUtils - [FileUtils] [workspace] use user.home as workspace: C:\Users\dmx/snailJob/worker
2025-12-25 09:57:35 [main] INFO  o.d.common.json.config.JacksonConfig - 初始化 jackson 配置
2025-12-25 09:57:36 [main] INFO  c.a.s.c.s.SnailJobClientJobCoreAutoConfiguration - Snail-Job 客户端IP为: 172.31.48.1
2025-12-25 09:57:36 [main] INFO  c.b.m.e.s.MybatisPlusApplicationContextAware - Register ApplicationContext instances org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@42a9a63e
2025-12-25 09:57:39 [main] INFO  o.d.w.p.modes.sb.config.BeanConfig - 【warm-flow】，加载完成
2025-12-25 09:57:40 [main] INFO  io.undertow - starting server: Undertow - 2.3.20.Final
2025-12-25 09:57:40 [main] INFO  org.xnio - XNIO version 3.8.16.Final
2025-12-25 09:57:40 [main] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.8.16.Final
2025-12-25 09:57:40 [main] INFO  org.jboss.threads - JBoss Threads version 3.7.0.Final
2025-12-25 09:57:40 [main] INFO  org.dromara.DromaraApplication - Started DromaraApplication in 18.165 seconds (process running for 18.782)
2025-12-25 09:57:40 [main] INFO  o.d.c.sse.listener.SseTopicListener - 初始化SSE主题订阅监听器成功
2025-12-25 09:57:41 [main] INFO  o.d.s.runner.SystemApplicationRunner - 初始化OSS配置成功
2025-12-25 09:57:41 [main] INFO  c.a.s.c.c.init.SnailJobStartListener - snail-job client is preparing to start... v1.8.0
2025-12-25 09:57:41 [main] INFO  c.a.s.c.c.r.c.g.SnailJobGrpcClient - gRPC client started connect to server
2025-12-25 09:57:41 [main] INFO  c.a.s.c.c.rpc.server.SnailGrpcServer - ------> snail-job remoting server start success, grpc = com.aizuda.snailjob.client.common.rpc.server.SnailGrpcServer, port = 28080
2025-12-25 09:57:41 [main] INFO  c.a.s.c.c.init.SnailJobStartListener - snail-job client started successfully v1.8.0
2025-12-25 09:58:13 [snail-job-grpc-server-executor-0] INFO  c.a.s.c.c.rpc.server.GrpcInterceptor - method invoked: UnaryRequest/unaryRequest cast:3ms
2025-12-25 09:58:13 [snail-grpc-server-1] INFO  c.a.s.c.job.core.client.JobEndPoint -  Task scheduler:[job] Task ID:[1] Task batch:[10] Workflow batch:[null] Task scheduled successfully.
2025-12-25 09:58:13 [snail-job-job-10-1] INFO  o.d.job.snailjob.TestAnnoJobExecutor - testJobExecutor. jobArgs:{"executorInfo":"testJobExecutor","taskBatchId":10,"jobId":1,"wfContext":{},"changeWfContext":{}}
2025-12-25 09:58:13 [snail-job-job-10-1] INFO  o.d.job.snailjob.TestAnnoJobExecutor - testJobExecutor. jobArgs:{"executorInfo":"testJobExecutor","taskBatchId":10,"jobId":1,"wfContext":{},"changeWfContext":{}}
2025-12-25 09:58:13 [snail-job-job-10-1] INFO  c.a.s.c.j.c.e.JobExecutorFutureCallback - Task executed successfully taskBatchId:[10] [{"status":1,"result":"测试成功","message":"Task executed successfully"}]
2025-12-25 09:58:18 [snail-job-grpc-client-executor-127.0.0.1-7] INFO  c.a.s.c.c.l.report.ReportLogListener - Data report log successfully requestId:[7]
